actor/loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
-12.304837,0.7955536,11.651888,1.0,0.5,-1.0,528,0.8660254,173,105.6,41,5,41.75931033913275,-119.99123972654343,-126.7804400280118,-130.66000054776669,5,4.543393966342332,0.9999559035614456,-0.0024465180495724242,-0.9998732805583885,20000,0.5781033189948392,1600,1089.611111111111,42,18,721.8723447388503,-77.59893127139003,-92.30184995096482,-107.8210519514978,18,8.341085425442692,18.0,20.369357109069824,20000.0,1.0,20.369357109069824,20000.0,981.8670217674488,20000.0
-10.210869,0.96088743,9.963565,1.0,0.041799445,-1.0,4990,0.8719469,1600,998.0,458,5,497.82888626515035,-101.0724018048495,-152.1094124470488,-186.95271234484972,5,33.87955041071853,1.0,-0.037921039813729136,-1.0,20000,0.92883630763891,1600,257.9367088607595,38,79,434.4942452539373,-102.11138510424644,-122.8565195220626,-250.99028955993708,79,25.112582866217483,97.0,38.72812819480896,20000.0,2.0,59.135642290115356,40000.0,516.420517392337,40000.0
-12.546016,1.2471889,11.991623,1.0,0.01765214,-1.0,8000,0.9911841,1600,1600.0,1600,5,0.0,-177.34475980792195,-178.47437582499114,-180.58533579239156,5,1.1563649915979515,1.0,-0.0749644,-1.0,20000,0.8685474,1600,257.0133333333333,33,75,389.5267382635269,-102.44174018129706,-124.85253574712998,-244.43617127902053,75,22.506207699379146,172.0,38.61429309844971,20000.0,3.0,97.81973719596863,60000.0,517.9429272214999,60000.0
-19.531332,1.4533774,18.9025,1.0,-0.07703602,-1.0,2803,0.8115847,808,560.6,219,5,197.57692172923436,-145.16736614887486,-171.922188611771,-198.9950678338064,5,17.823610661539952,1.0,0.18581997,-1.0,20000,0.8361072,1600,933.0,84,22,666.5699854137939,-106.85424111317843,-145.75092083289118,-255.45944152021548,22,34.69875678923606,194.0,38.34562587738037,20000.0,4.0,136.2353720664978,80000.0,521.5718753412697,80000.0
-24.181475,2.9447675,23.538914,1.0,0.12316318,-1.0,2673,0.82356024,1432,534.6,144,5,485.37020922178573,-103.96143561173812,-110.71321914364962,-123.1929114034574,5,6.929415861510049,1.0,-0.04231004,-1.0,20000,0.83937633,1295,301.54545454545456,43,66,247.2419488420556,-97.99242690950632,-139.81491334584408,-214.4571671874437,66,24.200558506291728,260.0,38.64057803153992,20000.0,5.0,174.9403371810913,100000.0,517.5906008361271,100000.0
-26.22272,5.51821,25.538551,1.0,-0.1620135,-1.0,1402,0.8530149,649,280.4,94,5,197.3581515924792,-87.56009826991794,-111.09058986235614,-144.5347401702311,5,18.57981728928258,1.0,-0.21019843,-1.0,20000,0.7876588,1600,451.73809523809524,95,42,360.64572112781326,-89.0101531012333,-145.964218379314,-205.03896449621243,42,25.018971078738403,302.0,39.47421717643738,20000.0,6.0,214.48089218139648,120000.0,506.6598258454694,120000.0
-28.424562,5.7254376,27.696293,1.0,-0.40361688,-1.0,3086,0.7876581,1600,617.2,270,5,498.5632958812753,-129.98269147262909,-140.84827294155258,-149.12617270438932,5,8.445992651085211,1.0,-0.12753178,-1.0,20000,0.7766944,1600,495.51162790697674,54,43,489.56099803295643,-14.947702394696535,-136.96467205531798,-219.15064007698675,43,33.960064803430235,345.0,39.43291974067688,20000.0,7.0,253.9783890247345,140000.0,507.1904421870409,140000.0
-31.994028,6.324211,31.274216,1.0,-0.029176805,-1.0,2300,0.8842681,1285,460.0,70,5,434.58163790017636,-110.80557513376698,-133.69661475362372,-193.22890778051806,5,30.672224588611982,1.0,-0.0650333,-1.0,20000,0.85899395,1600,513.2631578947369,91,38,521.4400951721929,-76.07048242630844,-141.38715525431374,-257.5178128598636,38,31.3409679709319,383.0,39.15567994117737,20000.0,8.0,293.1994581222534,160000.0,510.7815783060214,160000.0
-37.13729,7.6849804,36.21913,1.0,-0.23739235,-1.0,6830,0.8107857,1600,1366.0,430,5,468.0,-133.91981363948435,-144.3879911085569,-162.50644812360406,5,9.57469125053766,1.0,-0.17132126,-1.0,20000,0.8626402,1600,506.125,64,40,491.220377605612,-100.17910207482055,-148.75735691623177,-217.5259827693808,40,22.09193976544437,423.0,40.310640811920166,20000.0,9.0,333.57450914382935,180000.0,496.14691300282794,180000.0
-50.894566,12.12872,49.772205,1.0,0.051453266,-1.0,756,0.9471052,211,151.2,112,5,33.701038559664596,-137.52793002489489,-142.18511558825557,-147.75471316753828,5,3.2569061337798706,1.0,0.09809607,-1.0,20000,0.8839515,1600,225.2,31,90,340.631348462756,-88.13715200065053,-131.66810443399385,-204.0460999464267,90,20.820885266254802,513.0,41.16485095024109,20000.0,10.0,374.8109221458435,200000.0,485.85138870478204,200000.0
