actor/loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
-17.616686,0.23282911,17.187681,1.0,0.2482677,-1.0,5000,0.9686199,1000,1000.0,1000,5,0.0,186.04220824502409,169.70839377655358,115.19585955025104,5,27.44730499454524,0.9999760076154092,0.00044095474603299555,-0.9999933788910853,20000,0.5778860829801588,1000,818.4583333333334,22,24,306.1764168970054,531.6160009428859,404.4174336502959,5.160642355680466,24,155.3976241713061,24.0,44.119269132614136,20000.0,1.0,44.119269132614136,20000.0,453.316666236782,20000.0
-79.92244,2.2480574,78.78124,1.0,0.15863141,-1.0,5000,0.9641634,1000,1000.0,1000,5,0.0,344.96791432239115,225.77224309316952,108.83358813123778,5,88.47871057373112,1.0,0.3013120271269607,-1.0,20000,0.8861059540757331,1000,864.6521739130435,75,23,299.9777685524527,461.39250534563325,229.07543151431372,0.44835083873476833,23,115.47348499686366,47.0,80.58185887336731,20000.0,2.0,124.75702118873596,40000.0,248.19482051697986,40000.0
-122.09209,3.3021789,121.00019,1.0,0.14045207,-1.0,5000,0.9664299,1000,1000.0,1000,5,0.0,199.02741716150194,121.88999137544306,81.11579158483073,5,42.822644450242464,1.0,0.1678557,-1.0,20000,0.9332589,1000,1000.0,1000,20,0.0,317.58024305835715,187.58126653251446,64.41925365646603,20,82.19402322889385,67.0,79.18184494972229,20000.0,3.0,204.02630710601807,60000.0,252.58315227056534,60000.0
-115.397316,2.3598747,114.664925,1.0,0.19292925,-1.0,5000,0.9552523,1000,1000.0,1000,5,0.0,323.9232607181184,291.2111819616519,271.6781828976236,5,19.824365639542005,1.0,0.08345981,-1.0,20000,0.9369275,1000,910.2272727272727,255,22,204.0748373910864,424.68410321325064,205.75212518513052,34.11993642069865,22,82.64835687191959,89.0,85.15335702896118,20000.0,4.0,289.26830220222473,80000.0,234.87036445548327,80000.0
-94.89812,1.2918177,94.38182,1.0,0.1636681,-1.0,5000,0.9159112,1000,1000.0,1000,5,0.0,483.5717831561342,275.8736799130027,108.1529673180994,5,121.67168574579634,1.0,0.105324805,-1.0,20000,0.92576456,1000,729.925925925926,108,27,387.37788287750914,567.5205102446489,256.0967089454945,20.44878970645368,27,164.4561427944405,116.0,77.28418302536011,20000.0,5.0,366.6478261947632,100000.0,258.78516427400393,100000.0
-89.623474,1.9947422,88.927055,1.0,0.31842312,-1.0,5000,0.8951038,1000,1000.0,1000,5,0.0,467.46191794157494,315.5129937772872,164.98266498791054,5,127.38623032312388,1.0,0.12954661,-1.0,20000,0.9232405,1000,371.3333333333333,20,54,445.18647778206383,496.40094063896686,98.13077688116782,-1.1427624858915806,54,141.03526568108464,170.0,78.46422505378723,20000.0,6.0,445.20559906959534,120000.0,254.8932330153009,120000.0
-97.22236,3.3714032,96.452705,1.0,-0.07395744,-1.0,5000,0.9682791,1000,1000.0,1000,5,0.0,367.6136262973305,308.7045418363297,271.4161972128786,5,39.417845929091015,1.0,-0.07668122,-1.0,20000,0.9372637,1000,686.551724137931,23,29,421.95207982594565,392.90842961042654,168.15193106645842,-1.9554429408162832,29,117.60341356167548,199.0,82.982919216156,20000.0,7.0,528.2656602859497,140000.0,241.01345420138202,140000.0
-96.483444,2.9761832,95.81935,1.0,0.09495879,-1.0,102,0.9730837,21,20.4,20,5,0.4898979485566356,0.6335585899651051,0.3902766227722168,-0.018228614702820778,5,0.22583160619247872,1.0,0.05697695,-1.0,20000,0.92099804,1000,769.2592592592592,21,27,393.9090506602303,386.3394095202966,223.4939469819405,-68.55376738170162,27,139.04036407331617,226.0,80.85345411300659,20000.0,8.0,609.2069990634918,160000.0,247.36110806158712,160000.0
-89.13523,2.6147895,88.57155,1.0,-0.22540188,-1.0,5000,0.9510487,1000,1000.0,1000,5,0.0,381.4768089801073,319.0853758049896,219.92639336921275,5,56.0984969413212,1.0,-0.10034957,-1.0,20000,0.9218064,1000,496.6666666666667,20,39,468.4911587340425,422.6607859060168,142.2466101223071,-1.5501156304962933,39,150.98748624624614,265.0,74.19233393669128,20000.0,9.0,683.4738202095032,180000.0,269.56962989014613,180000.0
-83.03006,2.217037,82.47632,1.0,0.33650443,-1.0,5000,0.87788874,1000,1000.0,1000,5,0.0,545.1496423898498,429.618415364204,281.2414775242796,5,97.5740893167986,1.0,0.087984346,-1.0,20000,0.9184722,1000,901.6363636363636,145,22,256.0407541165958,453.72780552878976,299.9977190500973,57.06181246970664,22,100.59385051941274,287.0,74.0160219669342,20000.0,10.0,757.5683991909027,200000.0,270.21176589218436,200000.0
